tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,labels
3.628910582,7.597250445,5.946639789,8.848543045,3.620295488,-1.156170178,-1.892249565,-0.571875745,0.69753908,0.684434914,0.56388787,0.850385887,0
5.751635811,8.823725134,8.849409433,2.580009808,3.830916956,-1.072883616,-1.957879802,-0.800153538,0.369258991,0.759039817,0.114772372,0.503173899,0
2.117233277,3.462472581,9.778357376,4.883505735,4.805485977,-0.930147782,-1.977656136,-1.897682059,0.655562648,0.831833424,0.706186461,0.640952142,0
7.981650125,0.940334351,3.56251791,9.247674967,3.464686854,-1.02951069,-1.524593122,-0.910583042,0.507030941,0.244922034,0.178383253,0.660659804,0
4.323166483,1.382769387,1.530249922,9.691462642,4.854408404,-1.797385374,-1.901377018,-1.155646013,0.629364008,0.196335463,0.08530629,0.908930971,0
1.949595862,7.163053322,7.414332032,6.652852554,2.55697166,-0.869113254,-0.672168073,-1.015690333,0.239562375,0.211399302,0.621259452,0.810558492,0
1.536009176,9.205639526,8.4432084,4.91639964,3.674024633,-1.575872726,-0.532030309,-1.566121599,0.497616401,0.839251611,0.843820538,0.495224589,0
6.559276157,4.297215778,1.698939367,8.707432577,3.534335341,-1.820845074,-0.695124198,-1.018366068,0.320616844,0.447801419,0.186721175,0.731855231,0
5.430388381,3.108250159,2.70385346,8.97401546,3.045345943,-1.374713902,-1.10196089,-0.56867115,0.404647185,0.600595897,0.654870633,0.814331913,0
9.465431145,6.248577574,6.260868812,5.574486696,1.92620773,-0.524393405,-0.507936683,-0.893877642,0.727350699,0.114002479,0.255841919,0.566061863,0
5.75154783,1.930837368,4.191594734,5.368610386,3.221901943,-1.623246385,-1.007524584,-0.591130974,0.984895927,0.390506953,0.97462376,0.157566658,0
4.864751565,4.762437523,3.402176895,0.999443539,4.87889405,-1.508790912,-1.986130682,-1.383972456,0.577479783,0.651830535,0.412659273,0.296980076,0
7.447700224,3.806250373,6.355590475,1.674099725,3.872391035,-1.645342078,-1.543444136,-0.683604821,0.347523097,0.831252665,0.512179626,0.996473172,0
5.467906269,4.000700045,9.736586305,5.608137362,3.10034922,-0.900829412,-0.740186438,-1.45933337,0.514225489,0.788066649,0.787882076,0.636843708,0
4.021840491,7.396302021,8.77131705,6.472568694,4.610658161,-1.00620285,-1.830609434,-1.773845877,0.633127523,0.132899437,0.126957742,0.54281172,0
1.435222051,7.912385333,9.126756618,8.714400068,3.421739875,-1.869553669,-0.585736313,-0.966449893,0.363175311,0.50845114,0.470927642,0.882147204,0
2.63089135,2.630963456,4.800527994,3.576501913,1.983615099,-0.665051615,-0.689970779,-0.628592706,0.811833445,0.754973456,0.823336708,0.629232189,0
9.740679277,7.139968053,4.118888897,1.140686558,3.641957907,-1.826689091,-0.720029552,-1.095239264,0.146847979,0.538573277,0.994732104,0.086838197,0
8.01793553,0.923937258,9.406149726,9.668184013,2.553727102,-0.871428564,-0.532566404,-1.149732133,0.829099726,0.542300297,0.958324813,0.88899174,0
4.465617179,3.245924799,1.655491494,8.416698865,4.137292916,-1.605688741,-1.664542025,-0.86706215,0.73601059,0.9451613,0.493626769,0.804526498,0
4.953597376,3.252460374,2.978029008,4.201193928,5.00001691,-1.352647404,-1.905618925,-1.741750581,0.083255306,0.901364193,0.627555077,0.856080858,0
9.298374595,4.81644426,6.447017455,5.18635601,4.876957335,-1.042185992,-1.871641331,-1.963130013,0.569145211,0.812695044,0.363265167,0.304259344,0
6.508259794,1.943302887,7.235226913,8.254505233,4.607742886,-0.955319763,-1.852053649,-1.800369474,0.379255627,0.163394965,0.777694335,0.945778069,0
6.976700787,7.480832954,7.575493798,8.724341053,4.374735511,-1.856277128,-1.576286337,-0.942172045,0.237737766,0.944396755,0.393424354,0.558457495,0
5.168104081,7.314542479,2.787525906,3.354854559,4.227203793,-1.736185304,-1.094622111,-1.396396378,0.750133218,0.584902365,0.654618968,0.828695663,0
4.966298992,4.536912639,4.329575,5.996910034,4.873277384,-1.859493174,-1.969932281,-1.043851929,0.806279423,0.328945613,0.224656817,0.905824396,0
8.400881433,2.323563996,3.288188829,4.310187049,2.366369023,-0.715602563,-1.087683903,-0.563082558,0.525681207,0.222670936,0.579851279,0.888429541,0
4.283817247,7.229590478,8.493577305,2.755960564,4.65051234,-1.34331112,-1.314245646,-1.992955575,0.902665638,0.791548363,0.402366629,0.304551101,0
4.041796409,6.923910932,8.5740588,7.575478278,4.010731502,-1.889413459,-0.983729394,-1.13758865,0.886683409,0.356617259,0.51934884,0.653184024,0
3.500871804,7.262020928,2.431663647,4.141074535,5.167542134,-1.501195298,-1.673692215,-1.992654621,0.344489496,0.093192463,0.827353026,0.93646098,0
6.595446175,4.438732599,0.867826608,7.471145632,3.620444732,-1.277279378,-1.435906716,-0.907258638,0.936423297,0.985771605,0.979555315,0.840118496,0
4.435401692,9.978042302,8.507299581,7.690495937,3.072257292,-1.51957874,-1.030466258,-0.522212294,0.121488426,0.156125115,0.863222435,0.216678195,0
0.760866155,7.571856351,3.033568753,6.139165164,2.409881603,-0.634768076,-1.054714632,-0.720398894,0.646102527,0.82666072,0.916340083,0.695713796,0
1.342190061,2.74839647,8.306261539,7.824294013,5.137572925,-1.637734718,-1.72430962,-1.775528587,0.486271738,0.196051377,0.790663853,0.705017067,0
6.431142719,8.923105249,7.978209935,6.549758889,2.991105498,-0.799904315,-1.60108995,-0.590111233,0.246025882,0.804994233,0.369434911,0.766664269,0
8.366585881,8.377247775,6.850206361,5.110630762,3.273092615,-1.273757274,-1.391123492,-0.608211848,0.968363216,0.775759722,0.98877698,0.807606437,0
6.155280499,2.547096704,5.090877648,6.45499959,4.471399761,-1.90197475,-1.713917341,-0.855507671,0.642105763,0.649927464,0.777242721,0.157379991,0
4.998658618,8.462644021,8.675959889,5.705783149,2.843694144,-0.580527667,-0.876837885,-1.386328592,0.893851391,0.42366594,0.932232831,0.067828136,0
5.919130321,0.85851474,9.738022662,7.094907843,3.018256027,-1.036931702,-1.370018551,-0.611305774,0.901689883,0.446611029,0.715192685,0.946411813,0
6.39870268,8.049419243,5.059438767,5.659016852,5.185758162,-1.310584576,-1.953911858,-1.921261729,0.095879834,0.093578805,0.837117929,0.290495047,0
3.493231738,4.818802867,2.462076822,6.97230281,3.267530078,-0.675484012,-1.556583291,-1.035462775,0.151032161,0.215674397,0.522201336,0.960691099,0
9.837274433,5.437957624,8.131401156,7.546231277,3.689859052,-1.009091783,-0.698340994,-1.982426275,0.382642984,0.626040472,0.053381296,0.599623013,0
3.827942612,5.101836553,8.446478471,2.705501469,2.411560703,-0.772695695,-0.683267161,-0.955597847,0.662226222,0.369860145,0.554516318,0.777676143,0
5.016119773,9.579145415,4.620098146,9.975281315,3.675899451,-1.007848941,-1.920846514,-0.747203996,0.801562314,0.243886468,0.53057836,0.244700996,0
2.746991354,3.964963729,0.519817555,3.70837317,2.934779912,-1.292343384,-0.751960996,-0.890475532,0.321706945,0.705384887,0.659116274,0.864578878,0
7.18202046,4.54313167,2.682613589,6.333831621,4.545964601,-1.398054616,-1.994344256,-1.153565729,0.654685634,0.564987347,0.408423754,0.128788713,0
3.791098839,3.149321095,4.758826123,1.029289151,3.956078869,-1.318430935,-1.109259252,-1.528388683,0.173263706,0.537225024,0.97534796,0.520703729,0
5.935735761,9.695648425,1.917974874,8.59787897,4.593340218,-1.733280534,-1.575486723,-1.284572961,0.990472191,0.373535757,0.828906167,0.986633927,0
3.001907877,5.131148275,2.424958367,3.422611116,3.101684959,-1.857722337,-0.737222163,-0.506740459,0.759323159,0.261568458,0.743764983,0.382901165,0
8.156325685,1.314736058,4.748021553,7.169041659,3.721696523,-1.436534948,-0.692975368,-1.592186208,0.730995603,0.98928886,0.977475822,0.613631447,0
9.634025301,6.376854026,9.36974145,7.450477192,4.193527496,-0.872577012,-1.508982384,-1.811968101,0.970203691,0.108603059,0.73105398,0.39173051,0
3.748677598,7.822720775,4.156904917,6.014684096,2.910128807,-0.792160082,-1.290948667,-0.827020058,0.663246363,0.971004448,0.257230105,0.66758643,0
3.056259893,5.01898662,3.006829245,4.871949338,3.116264637,-1.730352823,-0.72567127,-0.660240544,0.137675133,0.696563267,0.99787636,0.890044433,0
7.130172466,5.290612934,6.593976312,8.721213705,2.738611589,-1.160636567,-0.713917106,-0.864057916,0.366762219,0.958852916,0.102786827,0.255981065,0
9.447243687,7.653405869,5.179977285,7.064941778,5.152079233,-1.793163271,-1.516174308,-1.842741654,0.311201375,0.520865266,0.237679039,0.775776874,0
7.55557483,7.552951011,5.65463765,5.84997037,3.499821386,-1.102813405,-0.82380715,-1.573200831,0.066624159,0.629636215,0.182544247,0.993691921,0
2.414185617,7.219151875,3.970972995,8.24679011,2.915740219,-0.763558244,-1.097544978,-1.054636997,0.283589508,0.905685797,0.784480789,0.801670967,0
6.246444505,4.601127809,6.103413844,6.492863611,4.090850701,-0.551600517,-1.882565786,-1.656684397,0.958550734,0.254229254,0.621823854,0.221279831,0
5.30293154,8.379336946,4.980062047,4.122851563,2.995497838,-0.949309506,-1.163896938,-0.882291393,0.091112886,0.836376591,0.646018472,0.296132268,0
7.544921606,8.241637578,7.681685862,3.115895767,3.04501545,-0.582631222,-0.998631685,-1.463752544,0.424769668,0.860609887,0.761656168,0.762101054,0
9.138056031,5.064364267,4.740417914,4.821628373,4.531357842,-1.455729221,-1.915752612,-1.159876009,0.961282968,0.325352373,0.064030994,0.733507599,0
7.779649973,5.678624899,8.629044844,8.653810665,4.347048201,-1.598242683,-1.049485999,-1.699319519,0.553115236,0.271500449,0.610193572,0.179195356,0
3.849090639,3.547448521,4.284320712,6.146374854,4.010790323,-1.301598473,-1.170146053,-1.539045797,0.652924661,0.585683434,0.117194388,0.895696607,0
9.604837257,6.863482771,9.14980809,5.858253992,4.128036963,-1.933602955,-1.331835211,-0.862598797,0.843564489,0.547789698,0.656667461,0.558089447,0
9.024641699,6.980562223,3.101844882,9.723747373,3.592060783,-0.635003756,-1.561456215,-1.395600812,0.243591902,0.453510432,0.687302382,0.965562227,0
8.928701877,1.239906996,6.272591582,9.97150425,4.14100494,-1.60897358,-1.757893087,-0.774138273,0.890081912,0.694816632,0.912190574,0.724638237,0
3.570933709,5.773474365,8.06063599,9.317295887,4.672782196,-0.92045763,-1.937015721,-1.815308845,0.99744149,0.346453486,0.671452693,0.331611831,0
8.505406176,1.711694421,6.658156375,4.157992944,4.859026035,-1.526138601,-1.351669909,-1.981217525,0.828236522,0.1952832,0.121008666,0.789457287,0
5.993353953,9.034065614,5.269109303,6.601393094,2.266147694,-0.615716091,-0.624422163,-1.02600944,0.460573936,0.12557336,0.529968806,0.948720395,0
9.009515991,3.98901467,8.325420049,4.667367745,3.245828925,-0.588432421,-1.342743868,-1.314652636,0.841291109,0.621900798,0.780313002,0.321305778,0
6.727770891,9.796120184,2.475246322,7.530542092,3.673132164,-0.790048478,-0.898152302,-1.984931383,0.980837504,0.793134921,0.436589361,0.661720594,0
2.942831136,4.686394586,5.608336526,9.904256752,3.198247515,-0.641699092,-1.251138882,-1.305409541,0.378775121,0.425126588,0.203607028,0.626758967,0
2.246323221,6.528152379,6.74237111,1.237511586,3.492810007,-1.515319141,-1.000065815,-0.977425051,0.671361734,0.58503302,0.878774397,0.371473309,0
7.506789723,1.742736877,7.170694525,7.769540691,4.309747995,-0.808422915,-1.534636057,-1.966689022,0.393576541,0.485576358,0.673647865,0.34070023,0
3.510698213,8.954942951,9.090832569,9.818640065,3.495032547,-1.21023351,-0.747862229,-1.536936808,0.565517934,0.818170133,0.795197228,0.817499608,0
5.297821866,1.046051526,7.110524855,7.896763866,3.232608485,-1.631969189,-0.901268423,-0.699370873,0.46623664,0.987988458,0.332654808,0.952828151,0
9.199411794,2.688613749,1.317690924,9.478610935,3.207214626,-1.144168158,-1.217133714,-0.845912754,0.463703041,0.520998503,0.96260791,0.933460706,0
3.422405804,5.328418537,5.353748446,6.6491204,4.574369437,-1.106304246,-1.488342974,-1.979722217,0.138845973,0.996897557,0.086321737,0.507530098,0
2.503003323,7.681576161,5.533200654,1.25371762,4.546211489,-1.419097138,-1.152345313,-1.974769039,0.292140272,0.843098886,0.433652083,0.426952045,0
8.085235834,7.94892144,2.545556117,5.351438114,3.68606275,-1.227504276,-0.852778297,-1.605780177,0.314568562,0.751194745,0.254885709,0.392762664,0
4.866343969,5.868593068,7.20608445,7.329909883,2.680857392,-0.600784828,-0.716567794,-1.363504771,0.072038588,0.058758087,0.665253008,0.623228345,0
5.969495747,0.731793475,8.408709553,3.640332601,3.533882349,-0.868005492,-1.614659031,-1.051217826,0.302236067,0.647085832,0.842439802,0.642299798,0
4.981544354,7.474813949,1.064937154,5.979208603,3.794368548,-1.208830189,-0.699793029,-1.88574533,0.75464189,0.775182867,0.557502011,0.616700065,0
5.423506682,9.800056595,4.134888453,1.087797208,4.152626085,-1.079187723,-1.089585315,-1.983853047,0.579383233,0.981823423,0.535800074,0.252239873,0
6.643125154,4.662850901,3.776408292,5.618205326,2.522583622,-0.601012967,-0.818079545,-1.10349111,0.702192532,0.278811082,0.749802611,0.987685741,0
5.472513593,8.263004954,7.809799816,2.464276961,3.43784606,-1.467538793,-0.852309215,-1.117998052,0.070199224,0.804962719,0.25560653,0.355485607,0
7.198427596,6.392462864,2.820300563,7.135957344,2.485874851,-0.666358084,-1.263280763,-0.556236004,0.8865835,0.169657332,0.37303069,0.545247642,0
8.452844122,6.61103553,6.071626787,3.991345355,3.978241287,-1.624655015,-0.863456518,-1.490129754,0.420088525,0.503439059,0.237045131,0.387637676,0
9.350618823,7.013321997,6.371431858,5.085429865,3.457697748,-1.20246432,-1.633853388,-0.62138004,0.271274124,0.53736346,0.102709344,0.874388893,0
7.107398303,9.287094602,2.371040582,9.084974005,4.769639907,-1.794193295,-1.948772512,-1.026674099,0.178886537,0.98429627,0.829719262,0.679231506,0
7.556960611,3.66099513,6.44906869,8.494493252,3.092018989,-1.466513797,-0.627210921,-0.998294272,0.809492922,0.828982418,0.958075466,0.757999074,0
6.204681802,2.280361332,7.683089832,3.174628308,4.616925656,-1.931378663,-0.829836624,-1.855710369,0.537911245,0.180530067,0.627198542,0.109764144,0
5.960577595,1.356640138,4.061263998,4.898940798,3.656755131,-1.428977871,-0.542783303,-1.684993957,0.758392819,0.112302745,0.617726547,0.908029248,0
2.109272988,7.078382978,4.936885918,3.929641274,4.685735713,-1.127017886,-1.943209915,-1.615507912,0.58460057,0.511279192,0.673299577,0.925832721,0
9.874470332,1.793688364,9.353596162,9.930206174,3.602669813,-1.304713182,-1.064550747,-1.233405884,0.52315155,0.702220824,0.774469904,0.196521399,0
6.818012363,4.084209597,6.807212559,1.76734077,3.099539397,-1.612349702,-0.937152085,-0.55003761,0.629597924,0.906689515,0.402663753,0.612063959,0
4.730362096,9.17595317,6.243234743,4.332269512,3.698763283,-0.835205698,-1.530288618,-1.333268966,0.713008417,0.801590595,0.676157232,0.542690866,0
2.792823238,6.607165845,6.907022316,6.271084621,3.302406134,-0.650743865,-1.460211396,-1.191450873,0.431039651,0.987296737,0.154777138,0.239976219,0
6.446839233,6.339734435,0.622574042,7.183996862,4.180173445,-1.243428401,-1.805592644,-1.1311524,0.98753359,0.698573377,0.589845045,0.742823309,0
1.627977547,4.302962105,4.929531692,7.955937322,2.79038024,-0.597817335,-1.038002865,-1.154560039,0.097925391,0.281536101,0.976876647,0.445821033,0
4.932787547,4.620730912,8.584780721,6.032929011,5.189789842,-1.342692634,-1.978774894,-1.868322314,0.277247423,0.882314871,0.236727921,0.060287599,0
6.281069796,6.086207825,6.30842471,3.074089724,5.105842342,-1.670995102,-1.98715495,-1.44769229,0.745444213,0.681917963,0.219912639,0.859342208,0
8.725319436,0.653532569,5.139866372,5.846334761,3.826566875,-0.929995228,-1.604530756,-1.292040891,0.665435368,0.995991498,0.317975731,0.959568207,0
1.006286514,2.838504913,1.913709892,5.04646511,4.8400388,-1.804073125,-1.540828776,-1.495136899,0.053324033,0.485817692,0.862897905,0.871431088,0
6.479021069,2.161814664,9.611756768,8.803072173,4.547032094,-1.324436452,-1.268580725,-1.954014917,0.977290247,0.68114796,0.24695312,0.387824418,0
1.182795346,9.181893061,2.894543368,6.821129316,4.944372608,-1.358221056,-1.600779888,-1.985371665,0.869973834,0.799112657,0.318198711,0.705648164,0
7.902678226,7.188009272,5.903202662,1.289599608,3.618055832,-0.725231028,-1.369025305,-1.523799499,0.648301239,0.184341692,0.331342186,0.163439621,0
3.091897651,5.861217136,0.713346305,4.096756926,3.562610862,-1.020228115,-1.381121689,-1.161261057,0.400637525,0.661314576,0.925611473,0.67202749,0
5.965020368,3.453446631,4.885091109,1.322069107,4.03157004,-1.631484152,-0.824285297,-1.575800591,0.837579839,0.64062823,0.109662398,0.25242605,0
0.665334247,4.899968681,2.992627253,9.332634883,4.15135148,-1.688070653,-1.319724392,-1.143556436,0.219727647,0.241586915,0.989717314,0.989025315,0
2.266634599,2.613317619,4.341056301,6.799616302,3.320220486,-0.545428427,-1.913036086,-0.861755973,0.079841438,0.760513359,0.920034657,0.514706816,0
4.996241222,5.387384033,8.358215972,8.706849831,4.338477728,-1.210321791,-1.253235625,-1.874920312,0.42197607,0.208327729,0.243200261,0.401005667,0
6.027608328,2.268225974,9.509167104,9.273631032,3.845794417,-1.418905693,-0.533367306,-1.893521418,0.25225886,0.31624738,0.669571102,0.517689606,0
3.218707176,4.737415367,6.248560302,6.317936306,3.154465004,-0.627999625,-1.943580275,-0.582885104,0.579449484,0.915993156,0.202043557,0.334398784,0
8.089857321,4.872062403,1.726556893,5.13587278,2.938116684,-0.652732947,-0.576148911,-1.709234827,0.310931635,0.501403071,0.109883596,0.539138228,0
2.452980491,6.950304183,3.735913775,3.767246767,4.980447579,-1.911725953,-1.725024358,-1.343697268,0.581769846,0.841621874,0.297482232,0.303087428,0
8.053666344,9.477708175,8.880026147,8.250111244,3.594150808,-1.362971435,-1.542125853,-0.689053519,0.770552434,0.410746359,0.070308227,0.114783678,0
9.598713172,1.771576394,6.366871264,9.299308866,3.867688597,-1.256808238,-1.564626907,-1.046253452,0.83825312,0.796586995,0.741125277,0.354781796,0
1.666019472,5.640466547,4.607745534,5.124595483,3.337261996,-0.769422754,-0.906075144,-1.661764097,0.58706467,0.9165125,0.990560989,0.217038239,0
2.398539095,3.725318033,7.217312453,6.499707849,2.711793252,-1.226354245,-0.677817596,-0.807621412,0.054522712,0.822050162,0.197200168,0.926134228,0
7.935323622,6.513223844,3.817451122,5.868525782,3.578535705,-1.415076759,-0.880993955,-1.282464991,0.800637696,0.056147319,0.899075282,0.410797683,0
9.19807086,0.966367268,8.614027491,8.096394313,4.028258076,-0.792974991,-1.292726136,-1.94255695,0.183639357,0.061107926,0.404739947,0.898649676,0
6.634115534,4.273875213,6.089360233,9.65740224,2.820899155,-0.535729743,-1.085959155,-1.199210257,0.765385475,0.654149669,0.585239176,0.527966078,0
5.294750777,8.876392655,3.075702988,1.59468752,3.827620794,-1.989845038,-1.078542792,-0.759232964,0.604678381,0.671767348,0.9345405,0.51165879,0
6.847620087,8.208848438,6.40325361,2.746477883,5.467257478,-1.748708013,-1.942559612,-1.775989854,0.504321733,0.528433822,0.796129508,0.783065548,0
3.850279297,5.179841807,3.273995593,4.775269012,4.614807372,-0.764867909,-1.863921506,-1.986017958,0.342833882,0.585365157,0.837666772,0.736668857,0
4.093723252,8.335729598,6.756786069,3.314510882,4.300625967,-1.732134631,-0.797391376,-1.771099961,0.702082719,0.149828822,0.326601638,0.755244997,0
4.584977654,6.984547752,2.874841283,9.473441913,5.688810022,-1.996636031,-1.833179282,-1.85899471,0.316776021,0.213951388,0.292777308,0.790090283,0
4.572014802,5.416607622,8.194902443,6.748244281,3.144791769,-1.841914495,-0.675690812,-0.627186462,0.57913376,0.393868295,0.758770887,0.70428081,0
7.20519885,0.573460496,8.914735974,4.133239709,3.20115033,-0.804513191,-1.707250487,-0.689386652,0.301700846,0.431599621,0.960422036,0.602218968,0
0.685425689,8.445608743,5.818092658,4.926543219,1.897480192,-0.633948123,-0.614992706,-0.648539363,0.563839536,0.630964333,0.938678727,0.222063279,0
9.560363833,7.25610065,0.837910164,9.730451262,3.677602834,-0.571834109,-1.526572524,-1.579196201,0.880610849,0.656815203,0.891976784,0.237035815,0
7.638358015,5.949334741,8.719288518,6.465606144,2.087899874,-0.80026864,-0.64406703,-0.643564204,0.382020404,0.052304962,0.61394321,0.665511956,0
7.572810292,2.581468887,8.642355274,7.067658355,4.281008565,-1.156565846,-1.130566968,-1.993875752,0.496990101,0.817547528,0.768051744,0.868655341,0
4.174906538,9.261939563,9.55153616,9.043219857,3.146538922,-1.310170511,-1.126685727,-0.709682684,0.805574489,0.628955456,0.36551697,0.367269406,0
4.155065265,3.925990925,3.211812098,3.316128826,5.328714452,-1.574372011,-1.786556202,-1.967786239,0.911700127,0.967525711,0.562990091,0.273247746,0
8.895117826,4.900412472,6.208865175,4.451261351,4.980868405,-1.518922444,-1.728051986,-1.733893975,0.777805121,0.935540846,0.426764762,0.89454508,0
1.328211504,9.535666255,9.361692847,7.070423264,2.69780141,-0.740770608,-1.402088139,-0.554942663,0.251714534,0.190388869,0.579084047,0.49698598,0
2.474731174,7.780328268,4.865009562,9.394757854,3.728742367,-0.706515001,-1.430328476,-1.59189889,0.54756451,0.876484136,0.110338609,0.188162016,0
9.336340805,6.609595525,3.445603416,5.704001244,4.369880509,-1.714447194,-1.205059448,-1.450373868,0.989440915,0.846250887,0.305732621,0.594645635,0
7.708893598,8.562322324,1.216932901,7.397028941,3.884174575,-1.577790855,-0.756624714,-1.549759005,0.331876361,0.892565787,0.845116664,0.176652058,0
3.344331716,8.814637696,4.349289233,8.501428316,3.855880714,-0.740433335,-1.237171225,-1.878276155,0.530247187,0.515505979,0.521706683,0.503778555,0
6.60715057,8.032125778,0.576924365,8.485688995,3.754284496,-0.672526212,-1.889002779,-1.192755505,0.834591902,0.686069915,0.983916366,0.483250453,0
9.797657864,6.107769245,7.835123527,5.5874001,5.371655593,-1.680532459,-1.941474771,-1.749648362,0.424158195,0.891186513,0.16024612,0.233551464,0
9.213358394,9.048750633,3.527122808,7.626269831,4.727519961,-1.802239339,-1.602532046,-1.322748576,0.658926809,0.20608221,0.187810469,0.063716106,0
3.58904891,6.640407593,5.954052862,9.927073457,2.116130743,-0.554224196,-0.531527479,-1.030379068,0.317451125,0.476229486,0.466230862,0.995573941,0
8.040208524,8.59297322,7.795315882,4.295038084,3.497000505,-1.494443754,-0.98769809,-1.014858661,0.87166344,0.62523775,0.500094613,0.366753647,0
2.616211641,9.087405291,0.65814578,7.325290476,4.571555571,-0.989965228,-1.8067102,-1.774880143,0.545671632,0.780382164,0.770479925,0.681890302,0
9.966867081,2.249582251,4.037057687,2.852258091,4.047538784,-1.520574757,-0.890463452,-1.636500575,0.10812662,0.568650352,0.552627048,0.991226365,0
9.500851429,9.739969288,5.786392761,7.288798851,2.853672949,-0.897874352,-0.661042383,-1.294756215,0.960247743,0.422585712,0.760574923,0.987392531,0
2.931782885,5.900331511,7.041214016,9.895178049,3.076256211,-0.749643781,-0.582389023,-1.744223407,0.963936878,0.814690405,0.135487037,0.087357409,0
4.426161964,7.433473917,5.218433206,4.844917605,2.06888505,-0.533348447,-0.821627958,-0.713908646,0.252505851,0.680590483,0.800899939,0.540684579,0
9.085413984,5.76597298,9.186802305,5.174676297,3.660195208,-0.995731885,-0.904644662,-1.759818661,0.83121409,0.846040362,0.100135008,0.136268988,0
0.781972807,7.640033171,5.647677704,4.314168271,3.024678527,-1.219363865,-1.146316317,-0.658998345,0.176167733,0.499028116,0.879700081,0.988468434,0
9.656279512,7.064759665,7.30106124,1.196018925,3.801720409,-1.631040142,-1.188504881,-0.982175387,0.574480854,0.828717192,0.61723786,0.869343044,0
6.42424325,9.448441312,1.27887691,8.700152662,4.988739769,-1.295505825,-1.861239983,-1.831993961,0.462991971,0.441428082,0.411978587,0.398521781,0
5.805413556,2.967451013,0.940878542,5.790053988,3.348182265,-0.764949707,-0.720583759,-1.8626488,0.61416682,0.26253483,0.785685789,0.816913062,0
4.151429461,6.259364996,5.444563355,7.263374248,2.887282164,-0.807356243,-0.579160675,-1.500765246,0.393325938,0.195428093,0.915113899,0.832159233,0
5.62637618,5.803252019,5.230449855,8.119492674,4.120467598,-1.103799409,-1.244090354,-1.772577835,0.379382437,0.791034633,0.665407979,0.129072633,0
7.021362,4.374293639,4.775904158,8.838425948,3.335857461,-0.962391781,-1.407626953,-0.965838727,0.711099508,0.625363824,0.46833497,0.895143061,0
6.418755094,3.19509879,4.136480465,8.808394143,4.985213202,-1.918326464,-1.697333082,-1.369553655,0.398859164,0.679035185,0.259408373,0.934750278,0
4.828583375,1.672827837,4.66072743,1.738296154,3.708801908,-0.928862516,-1.353730237,-1.426209155,0.88985252,0.378886159,0.651989957,0.065040997,0
0.78951515,5.418136819,6.541145893,3.72680282,3.810435237,-1.226812329,-1.466245189,-1.117377718,0.834101467,0.554603354,0.829226451,0.622438812,0
4.454121136,9.850579685,3.633669879,6.826866811,2.783338237,-0.566957215,-1.037554064,-1.178826959,0.672378863,0.757251069,0.681393619,0.127205036,0
6.70914747,8.640527376,4.68019721,9.217165944,4.707317693,-1.421596386,-1.854708199,-1.431013107,0.289923038,0.972293297,0.354983847,0.711006975,0
7.005450406,1.286710279,8.866775258,9.812134773,3.267093893,-0.655480538,-1.522677684,-1.088935672,0.369373596,0.682525342,0.250272652,0.626328377,0
2.738646686,0.623652104,6.824666942,1.840643886,4.207096107,-1.258386649,-1.630711855,-1.317997604,0.999175384,0.148092454,0.912671343,0.858516943,0
2.555015748,8.304953766,7.769349388,5.971922524,4.359587547,-1.102041708,-1.259289695,-1.998256143,0.743497012,0.366905147,0.519256535,0.463053152,0
2.103376031,6.293933698,8.111140921,9.730111301,1.942364831,-0.715970604,-0.580691727,-0.6457025,0.220285606,0.248108103,0.359656433,0.774584021,0
5.393768227,8.502782469,1.650305827,5.978533414,3.092157932,-1.360385354,-0.584545427,-1.147227152,0.817775747,0.571191709,0.701033898,0.734914971,0
7.850078945,7.44308497,3.641783813,5.028326126,3.168165531,-0.815093178,-0.723534996,-1.629537357,0.736237104,0.781951632,0.995996292,0.400109229,0
3.406631141,5.474093814,1.571458868,2.28884177,3.613353534,-1.477207696,-0.533616767,-1.602529071,0.6979778,0.90438225,0.855334875,0.287320105,0
7.686054448,3.525108879,5.294756806,4.897794746,3.470254006,-1.664198898,-0.79055008,-1.015505028,0.054683806,0.543506846,0.917969646,0.264976731,0
5.958433649,4.912253289,0.90492576,8.904942797,4.084303999,-1.506797958,-0.738078885,-1.839427156,0.874464208,0.64252424,0.926899619,0.285704328,0
5.823822707,5.481990053,5.552306279,9.791886355,2.621312725,-1.180308474,-0.752854205,-0.688150047,0.666483802,0.470875966,0.215873723,0.704863209,0
2.938673866,5.530119649,7.107174617,2.294357708,4.093874052,-0.65100427,-1.474688185,-1.968181596,0.866571015,0.284513322,0.807923362,0.756258324,0
5.937296989,0.842845041,7.581716881,2.326687055,2.867111814,-0.528235037,-0.691843519,-1.647033257,0.50487078,0.330558577,0.625632589,0.973474676,0
4.518039368,2.661805107,6.606216636,7.351924167,2.888862359,-0.773891084,-0.770160336,-1.34481094,0.203926206,0.631751084,0.990089395,0.366590542,0
9.868014549,8.325020657,9.685658379,8.6804444,3.486524545,-0.600180389,-1.103377253,-1.782966902,0.752715404,0.779126331,0.752342447,0.326388111,0
7.594018736,6.38650604,2.058612596,5.754209568,3.647733538,-0.768487103,-1.076676119,-1.802570317,0.975995945,0.265181902,0.814463287,0.718716219,0
6.570425002,6.825978329,0.96281243,4.103873644,4.356485294,-1.816657858,-1.740646018,-0.799181417,0.791412855,0.369686673,0.229744077,0.252274773,0
